CUSTOMER_ID,EMPLOYEE_SIZE,CUSTOMER_SEGMENT
H37444584,1 to 25,NAM High-touch
H37444592,1 to 25,International Low-touch
H37444605,26 to 200,International Low-touch
H37444704,201 or Above,NAM Direct
H37444798,1 to 25,NAM High-touch
H37444824,1 to 25,NAM Low-Touch
H37444881,Undefined,International Direct
H37444950,1 to 25,International Direct
H37445042,Undefined,NAM Low-Touch
H37445059,1 to 25,NAM Low-Touch
H3744506,26 to 200,International Direct
H37445135,1 to 25,NAM Unowned
H37445178,1 to 25,NAM Partner
H3744519,201 or Above,NAM Direct
H37445193,201 or Above,NAM High-touch
H3744572,26 to 200,NAM Low-Touch
H3744627,26 to 200,NAM Low-Touch
H3744650,1 to 25,NAM Low-Touch
H3744665,1 to 25,NAM High-touch
H3744675,26 to 200,NAM Direct
H3744692,26 to 200,International Partner
H3744769,201 or Above,NAM Direct
H3744778,201 or Above,NAM High-touch
H3744827,1 to 25,NAM Direct
H3744856,26 to 200,International Direct
H3744895,26 to 200,NAM Direct
H3744905,1 to 25,NAM Low-Touch
H3744909,201 or Above,International Direct
H3744921,26 to 200,NAM Partner
H3744930,26 to 200,International Partner
H3744949,1 to 25,NAM Low-Touch
H3745066,201 or Above,NAM Low-Touch
H3745106,26 to 200,NAM Direct
H3745124,26 to 200,International Low-touch
H3745149,1 to 25,NAM Low-Touch
H3745340,1 to 25,NAM Partner
H3745371,26 to 200,NAM Low-Touch
H3745416,26 to 200,NAM Low-Touch
H3745512,1 to 25,NAM Low-Touch
H3745532,26 to 200,International Low-touch
H3745546,1 to 25,NAM Low-Touch
H3745552,26 to 200,International Partner
H3745599,26 to 200,NAM High-touch
H3745602,26 to 200,NAM Direct
H3745693,1 to 25,NAM Low-Touch
H3745966,1 to 25,NAM Direct
H3746158,26 to 200,International Direct
H3746276,1 to 25,NAM Unowned
H3746581,1 to 25,International Low-touch
H3746583,1 to 25,International Direct
H3746805,1 to 25,International Low-touch
H3747096,26 to 200,NAM Low-Touch
H3747575,26 to 200,NAM Low-Touch
H3747911,201 or Above,NAM Low-Touch
H3748439,1 to 25,NAM Low-Touch
H3748470,1 to 25,NAM Low-Touch
H3748503,201 or Above,NAM Low-Touch
H3748582,1 to 25,NAM Low-Touch
H3748852,26 to 200,NAM Low-Touch
H37541207,26 to 200,International Low-touch
H37541593,26 to 200,NAM Low-Touch
H37541856,1 to 25,NAM High-touch
H37541921,201 or Above,NAM Low-Touch
H37541977,1 to 25,NAM Low-Touch
H37541979,1 to 25,International Partner
H37542066,1 to 25,NAM High-touch
H37542303,1 to 25,NAM Low-Touch
H37542342,Undefined,International Low-touch
H37542562,1 to 25,NAM Low-Touch
H37542637,1 to 25,NAM Direct
H37542698,1 to 25,NAM Low-Touch
H37542942,26 to 200,NAM Low-Touch
H37543024,1 to 25,NAM Low-Touch
H37543285,1 to 25,International Low-touch
H37543401,1 to 25,International Low-touch
H37543626,26 to 200,NAM Low-Touch
H37543778,1 to 25,International Low-touch
H37543782,1 to 25,International Low-touch
H37543787,201 or Above,NAM High-touch
H37543847,1 to 25,International Direct
H37543896,1 to 25,International Direct
H37543900,1 to 25,NAM Low-Touch
H37543943,26 to 200,NAM Low-Touch
H37543953,1 to 25,International Low-touch
H37543969,1 to 25,NAM Low-Touch
H37544011,1 to 25,International Partner
H37544041,26 to 200,NAM Partner
H37544115,201 or Above,NAM Low-Touch
H37544133,201 or Above,NAM Direct
H37544151,26 to 200,NAM Partner
H37544260,Undefined,NAM Low-Touch
H37544434,1 to 25,International Direct
H37544595,26 to 200,International Direct
H37544653,1 to 25,NAM Low-Touch
H37544660,1 to 25,NAM Low-Touch
H37544734,26 to 200,NAM Direct
H37544746,1 to 25,International Direct
H37544747,26 to 200,NAM Direct
H37544814,1 to 25,International Direct
H37544823,201 or Above,International Direct
H37544840,1 to 25,NAM Low-Touch
H37544877,26 to 200,International Direct
H37544878,1 to 25,NAM Unowned
H37544945,26 to 200,NAM Direct
H37544996,1 to 25,NAM Direct
H37545125,1 to 25,International Low-touch
H37545160,26 to 200,NAM Low-Touch
H37641854,26 to 200,NAM Low-Touch
H37641894,1 to 25,International Partner
H37641960,26 to 200,NAM Low-Touch
H37642109,26 to 200,NAM Low-Touch
H37642189,Undefined,NAM Partner
H37642213,1 to 25,NAM Partner
H37642222,201 or Above,NAM Low-Touch
H37642246,1 to 25,NAM High-touch
H37642283,26 to 200,NAM Low-Touch
H37642352,1 to 25,International Direct
H37642411,1 to 25,NAM Low-Touch
H37642468,Undefined,NAM Low-Touch
H37642789,26 to 200,International Direct
H37642855,Undefined,NAM Low-Touch
H37642908,26 to 200,International Direct
H37642922,1 to 25,NAM Direct
H37642927,26 to 200,International Partner
H37643048,26 to 200,NAM Partner
H37643242,1 to 25,NAM Low-Touch
H37643364,26 to 200,International Direct
H37643453,201 or Above,NAM Low-Touch
H37643805,1 to 25,International Low-touch
H37643807,1 to 25,NAM Low-Touch
H37643925,1 to 25,NAM Low-Touch
H37643965,1 to 25,NAM Low-Touch
H37643975,26 to 200,NAM Direct
H37644053,26 to 200,International Partner
H37644158,26 to 200,NAM Partner
H37644206,26 to 200,NAM Direct
H37644217,Undefined,International Low-touch
H37644290,1 to 25,NAM Direct
H37644535,26 to 200,International Direct
H37644643,201 or Above,NAM Partner
H37644654,1 to 25,International Direct
H37644764,1 to 25,International Low-touch
H37644801,1 to 25,NAM Low-Touch
H37644824,1 to 25,International Partner
H37644854,1 to 25,NAM Low-Touch
H37645019,Undefined,NAM Low-Touch
H37645164,1 to 25,NAM Unowned
H37741569,201 or Above,International Direct
H37741700,201 or Above,NAM Low-Touch
H37741771,26 to 200,International Partner
H37741890,26 to 200,NAM Low-Touch
H37742000,26 to 200,NAM Direct
H37742093,26 to 200,International Direct
H37742104,201 or Above,NAM Direct
H37742105,1 to 25,International Direct
H37742282,1 to 25,International Direct
H37742305,201 or Above,NAM Partner
H37742317,1 to 25,International Low-touch
H37742320,1 to 25,NAM Low-Touch
H37742396,201 or Above,NAM High-touch
H37742404,26 to 200,NAM Unowned
H37742486,26 to 200,NAM Partner
H37742491,1 to 25,NAM Direct
H37742515,26 to 200,NAM Low-Touch
H37742594,1 to 25,NAM Low-Touch
H37742598,1 to 25,International Low-touch
H37742607,1 to 25,International Low-touch
H37742620,201 or Above,NAM High-touch
H37742702,26 to 200,NAM High-touch
H37742757,1 to 25,International Direct
H37742831,1 to 25,International Low-touch
H37742882,1 to 25,NAM Low-Touch
H37742938,201 or Above,NAM High-touch
H37743165,1 to 25,International Direct
H37743298,26 to 200,NAM Partner
H37743305,1 to 25,NAM Low-Touch
H37743306,1 to 25,NAM Partner
H37743312,1 to 25,NAM Direct
H37743342,201 or Above,International Direct
H37743405,1 to 25,NAM Low-Touch
H37743442,1 to 25,NAM Low-Touch
H37743803,1 to 25,NAM Low-Touch
H37743834,1 to 25,NAM Low-Touch
H37743840,1 to 25,NAM Low-Touch
H37743935,26 to 200,NAM High-touch
H37743976,1 to 25,International Partner
H37744010,1 to 25,NAM Low-Touch
H37744071,26 to 200,International Direct
H37744078,1 to 25,NAM Low-Touch
H37744204,1 to 25,International Direct
H37744266,1 to 25,NAM Partner
H37744285,26 to 200,International Direct
H37744335,1 to 25,NAM High-touch
H37744348,201 or Above,NAM Low-Touch
H37744349,201 or Above,International Partner
H37744357,Undefined,NAM Low-Touch
H37744429,1 to 25,International Partner
H37744518,1 to 25,NAM Low-Touch
H37744565,1 to 25,International Low-touch
H37744624,201 or Above,International Partner
H37744678,1 to 25,NAM Low-Touch
H37744750,Undefined,NAM Partner
H37744781,1 to 25,NAM High-touch
H37744797,1 to 25,NAM Low-Touch
H37744830,1 to 25,NAM Unowned
H37744850,26 to 200,NAM Partner
H37744863,Undefined,NAM Partner
H37744911,201 or Above,NAM High-touch
H37744937,Undefined,NAM Low-Touch
H37744949,1 to 25,International Partner
H37744962,1 to 25,NAM Low-Touch
H37745073,26 to 200,NAM Partner
H37745267,Undefined,NAM Unowned
H37841182,1 to 25,NAM Low-Touch
H37841629,201 or Above,NAM Low-Touch
H37841745,201 or Above,NAM Low-Touch
H37841943,1 to 25,NAM Partner
H37842081,26 to 200,NAM Low-Touch
H37842197,1 to 25,NAM Low-Touch
H37842232,Undefined,NAM Direct
H37842301,1 to 25,NAM Low-Touch
H37842383,26 to 200,International Direct
H37842445,26 to 200,International Direct
H37842464,26 to 200,NAM Low-Touch
H37842518,1 to 25,NAM High-touch
H37842613,26 to 200,NAM Low-Touch
H37842635,1 to 25,NAM Low-Touch
H37842692,1 to 25,International Partner
H37842789,1 to 25,International Direct
H37842804,26 to 200,International Low-touch
H37842838,1 to 25,NAM Low-Touch
H37842953,1 to 25,International Direct
H37843076,1 to 25,International Low-touch
H37843340,26 to 200,International Low-touch
H37843410,1 to 25,International Partner
H37843480,201 or Above,NAM Direct
H37843792,1 to 25,International Low-touch
H37843793,1 to 25,NAM Low-Touch
H37844014,1 to 25,International Low-touch
H37844017,1 to 25,International Partner
H37844102,1 to 25,NAM Low-Touch
H37844263,1 to 25,NAM Low-Touch
H37844334,1 to 25,NAM Low-Touch
H37844390,26 to 200,NAM Partner
H37844424,1 to 25,NAM High-touch
H37844451,1 to 25,International Partner
H37844624,26 to 200,NAM Low-Touch
H37844656,1 to 25,NAM Direct
H37844687,26 to 200,International Direct
H37844703,1 to 25,International Low-touch
H37844714,1 to 25,NAM Low-Touch
H37844717,1 to 25,NAM Low-Touch
H37844718,1 to 25,NAM Low-Touch
H37844753,26 to 200,NAM Low-Touch
H37844776,26 to 200,NAM Low-Touch
H37844806,1 to 25,NAM Low-Touch
H37844893,1 to 25,NAM Unowned
H37844974,1 to 25,International Direct
H37845011,Undefined,NAM Low-Touch
H37845071,26 to 200,NAM Direct
H37845129,26 to 200,NAM Low-Touch
H37941536,1 to 25,International Partner
H37941658,1 to 25,International Partner
H37941838,26 to 200,NAM Direct
H37942153,26 to 200,NAM Partner
H37942284,1 to 25,NAM Low-Touch
H37942407,1 to 25,NAM Low-Touch
H37942422,1 to 25,NAM Partner
H37942431,26 to 200,NAM Direct
H37942476,1 to 25,International Low-touch
H37942504,26 to 200,NAM Low-Touch
H37942528,1 to 25,International Direct
H37942566,1 to 25,NAM High-touch
H37942906,1 to 25,International Low-touch
H37942920,1 to 25,NAM Direct
H37942979,1 to 25,NAM Low-Touch
H37943112,26 to 200,NAM Low-Touch
H37943374,201 or Above,NAM Direct
H37943388,26 to 200,NAM Low-Touch
H37943410,1 to 25,International Direct
H37943800,1 to 25,NAM Low-Touch
H37943875,1 to 25,NAM Partner
H37943941,1 to 25,NAM Partner
H37943954,Undefined,NAM High-touch
H37943992,1 to 25,International Direct
H37944054,1 to 25,NAM Low-Touch
H37944295,26 to 200,International Low-touch
H37944338,26 to 200,NAM Low-Touch
H37944369,201 or Above,NAM High-touch
H37944376,201 or Above,NAM Low-Touch
H37944396,26 to 200,NAM Low-Touch
H37944427,1 to 25,International Low-touch
H37944523,1 to 25,NAM Low-Touch
H37944631,201 or Above,NAM Partner
H37944685,1 to 25,NAM Unowned
H37944702,Undefined,NAM Low-Touch
H37944742,1 to 25,International Low-touch
H37944768,1 to 25,International Partner
H37944882,1 to 25,NAM Low-Touch
H37944965,1 to 25,International Low-touch
H37944969,26 to 200,NAM Low-Touch
H37945085,1 to 25,NAM Unowned
H37945092,26 to 200,NAM Partner
H37945135,26 to 200,NAM Unowned
H37945234,26 to 200,NAM Unowned
H37945242,1 to 25,NAM Low-Touch
H37945254,1 to 25,NAM High-touch
H37945261,1 to 25,NAM Low-Touch
H38041732,1 to 25,NAM Low-Touch
H38042027,1 to 25,NAM Low-Touch
H38042066,1 to 25,NAM Low-Touch
H38042068,1 to 25,NAM Low-Touch
H38042100,1 to 25,International Partner
H38042127,1 to 25,NAM Low-Touch
H38042134,201 or Above,NAM Direct
H38042347,26 to 200,NAM High-touch
H38042363,26 to 200,NAM Partner
H38042416,26 to 200,International Direct
H38042441,1 to 25,International Low-touch
H38042444,Undefined,International Low-touch
H38042682,26 to 200,NAM Low-Touch
H38042683,1 to 25,NAM Low-Touch
H38043285,26 to 200,International Direct
H38043325,26 to 200,International Partner
H38043340,26 to 200,NAM Partner
H38043365,1 to 25,NAM Low-Touch
H38043441,1 to 25,International Direct
H38043751,1 to 25,NAM Low-Touch
H38043808,1 to 25,NAM High-touch
H38043812,1 to 25,NAM Low-Touch
H38043942,1 to 25,NAM Low-Touch
H38043954,201 or Above,NAM Low-Touch
H38043973,201 or Above,International Direct
H38044027,26 to 200,NAM Low-Touch
H38044042,1 to 25,NAM Low-Touch
H38044124,1 to 25,NAM Low-Touch
H38044258,1 to 25,International Direct
H38044286,1 to 25,NAM Low-Touch
H38044299,Undefined,NAM High-touch
H38044306,26 to 200,NAM Low-Touch
H38044313,26 to 200,NAM Direct
H38044344,1 to 25,International Low-touch
H38044408,201 or Above,NAM High-touch
H38044459,26 to 200,NAM Low-Touch
H38044523,26 to 200,NAM Partner
H38044532,1 to 25,NAM Unowned
H38044591,1 to 25,NAM Low-Touch
H38044593,1 to 25,International Direct
H38044653,1 to 25,NAM Low-Touch
H38044726,1 to 25,NAM Low-Touch
H38044746,Undefined,NAM Low-Touch
H38044752,1 to 25,NAM Low-Touch
H38045069,Undefined,International Partner
H38045108,26 to 200,NAM Direct
H38045113,1 to 25,International Low-touch
H38045130,1 to 25,NAM Low-Touch
H38045173,1 to 25,International Low-touch
H38045220,1 to 25,International Low-touch
H38045225,1 to 25,NAM Unowned
H38045229,1 to 25,NAM Unowned
H38141450,26 to 200,NAM Low-Touch
H38141989,1 to 25,NAM Partner
H38141996,201 or Above,NAM High-touch
H38142020,26 to 200,NAM Direct
H38142137,26 to 200,NAM Low-Touch
H38142167,26 to 200,International Direct
H38142252,201 or Above,International Partner
H38142269,1 to 25,NAM Partner
H38142417,1 to 25,International Direct
H38142436,1 to 25,NAM Low-Touch
H38142701,26 to 200,International Partner
H38142732,26 to 200,NAM Low-Touch
H38142786,26 to 200,NAM Direct
H38142877,201 or Above,NAM Low-Touch
H38142942,Undefined,NAM Low-Touch
H38142969,Undefined,NAM Low-Touch
H38142970,201 or Above,NAM Low-Touch
H38143018,1 to 25,NAM Low-Touch
H38143022,26 to 200,NAM Low-Touch
H38143274,26 to 200,International Low-touch
H38143279,26 to 200,NAM High-touch
H38143382,1 to 25,NAM Low-Touch
H38143396,1 to 25,NAM High-touch
H38143445,Undefined,International Direct
H38143454,201 or Above,NAM Low-Touch
H38143525,1 to 25,NAM Partner
H38143848,1 to 25,NAM Low-Touch
H38143904,26 to 200,International Low-touch
H38143917,1 to 25,NAM Low-Touch
H38143968,26 to 200,International Direct
H38143993,1 to 25,International Direct
H38144009,1 to 25,NAM High-touch
H38144194,1 to 25,NAM Low-Touch
H38144293,26 to 200,NAM Low-Touch
H38144392,1 to 25,NAM Low-Touch
H38144426,1 to 25,International Direct
H38144551,1 to 25,NAM Low-Touch
H38144610,1 to 25,NAM Partner
H38144626,Undefined,International Direct
H38144662,Undefined,International Partner
H38144732,1 to 25,NAM Low-Touch
H38144758,1 to 25,International Direct
H38144830,201 or Above,NAM Low-Touch
H38144841,201 or Above,International Low-touch
H38144873,1 to 25,International Direct
H38144915,26 to 200,NAM Low-Touch
H38144922,26 to 200,NAM High-touch
H38144939,201 or Above,NAM Unowned
H38144957,1 to 25,NAM Low-Touch
H38145066,1 to 25,NAM Unowned
H38145073,201 or Above,NAM Low-Touch
H38145121,1 to 25,NAM Low-Touch
H38145354,Undefined,NAM Unowned
H38241667,1 to 25,NAM Low-Touch
H38241672,1 to 25,International Low-touch
H38241753,1 to 25,International Partner
H38241756,26 to 200,International Direct
H38241786,26 to 200,NAM Low-Touch
H38241857,1 to 25,NAM Partner
H38242042,1 to 25,NAM High-touch
H38242253,26 to 200,NAM High-touch
H38242668,1 to 25,International Low-touch
H38242716,1 to 25,NAM Low-Touch
H38242777,201 or Above,NAM Low-Touch
H38242778,1 to 25,International Low-touch
H38242895,26 to 200,International Direct
H38243368,1 to 25,NAM Low-Touch
H38243440,26 to 200,NAM High-touch
H38243458,1 to 25,NAM Low-Touch
H38243481,1 to 25,NAM Low-Touch
H38243715,1 to 25,NAM Low-Touch
H38243935,1 to 25,NAM Low-Touch
H38243966,1 to 25,NAM Low-Touch
H38243975,1 to 25,NAM Low-Touch
H38244023,26 to 200,International Partner
H38244034,1 to 25,NAM Low-Touch
H38244044,1 to 25,NAM Unowned
H38244061,26 to 200,NAM Low-Touch
H38244077,1 to 25,International Low-touch
H38244205,201 or Above,NAM Low-Touch
H38244373,1 to 25,NAM Low-Touch
H38244485,201 or Above,NAM Direct
H38244547,Undefined,NAM Low-Touch
H38244569,1 to 25,NAM Direct
H38244621,1 to 25,NAM Low-Touch
H38244641,26 to 200,International Low-touch
H38244729,26 to 200,International Direct
H38244859,1 to 25,NAM Low-Touch
H38244863,26 to 200,NAM Low-Touch
H38244888,26 to 200,NAM Unowned
H38244933,1 to 25,NAM Low-Touch
H38245042,201 or Above,NAM Low-Touch
H38245078,Undefined,International Partner
H38245083,201 or Above,NAM High-touch
H38245084,1 to 25,NAM Direct
H38245095,201 or Above,NAM Unowned
H38245223,1 to 25,NAM Unowned
H38245261,1 to 25,NAM Direct
H38341118,26 to 200,International Low-touch
H38341843,26 to 200,NAM Partner
H38341907,1 to 25,International Partner
H38341962,1 to 25,NAM Direct
H38342127,26 to 200,NAM Low-Touch
H38342171,Undefined,NAM Partner
H38342179,201 or Above,NAM Partner
H38342215,26 to 200,NAM Low-Touch
H38342427,1 to 25,NAM Low-Touch
H38342473,1 to 25,International Direct
H38342486,201 or Above,NAM Direct
H38342528,1 to 25,NAM Partner
H38342532,26 to 200,NAM High-touch
H38342543,1 to 25,NAM High-touch
H38342588,26 to 200,NAM Low-Touch
H38342629,1 to 25,NAM Partner
H38342635,1 to 25,NAM Partner
H38342660,1 to 25,NAM Low-Touch
H38342701,1 to 25,International Low-touch
H38342719,201 or Above,NAM Low-Touch
H38342732,201 or Above,NAM High-touch
H38342752,Undefined,International Direct
H38342759,26 to 200,NAM High-touch
H38342865,1 to 25,International Partner
H38342974,26 to 200,International Direct
H38343012,26 to 200,NAM Direct
H38343294,1 to 25,International Direct
H38343319,Undefined,NAM Low-Touch
H38343354,1 to 25,NAM Low-Touch
H38343363,1 to 25,International Low-touch
H38343379,26 to 200,NAM Direct
H38343414,1 to 25,International Low-touch
H38343835,201 or Above,NAM Low-Touch
H38343910,201 or Above,International Direct
H38343962,1 to 25,International Partner
H38344005,26 to 200,International Partner
H38344021,1 to 25,International Low-touch
H38344024,1 to 25,NAM Direct
H38344044,Undefined,International Partner
H38344274,Undefined,NAM High-touch
H38344280,1 to 25,NAM Low-Touch
H38344336,26 to 200,NAM Low-Touch
H38344346,Undefined,NAM High-touch
H38344450,1 to 25,NAM Partner
H38344452,26 to 200,International Direct
H38344750,201 or Above,NAM Low-Touch
H38344820,1 to 25,International Direct
H38344893,26 to 200,International Direct
H38344961,1 to 25,NAM Low-Touch
H38345083,Undefined,NAM Partner
H38345085,26 to 200,International Direct
H38345139,1 to 25,NAM Unowned
H38345224,1 to 25,International Low-touch
H3841090,1 to 25,NAM Low-Touch
H3841139,1 to 25,NAM Partner
H3841184,26 to 200,NAM High-touch
H3841208,26 to 200,NAM Direct
H3841422,26 to 200,NAM High-touch
H3841552,26 to 200,NAM Low-Touch
H3841633,26 to 200,International Low-touch
H3841834,1 to 25,NAM High-touch
H3841978,26 to 200,NAM Direct
H3842008,26 to 200,NAM Direct
H3842087,201 or Above,NAM Direct
H3842093,26 to 200,International Partner
H3842169,26 to 200,NAM Partner
H3842191,1 to 25,NAM Partner
H3842331,1 to 25,NAM Low-Touch
H3842431,26 to 200,NAM High-touch
